case_id,field,gt,pred
c37_爆蛋流心豬肉堡,ingredients_list,"[""豬肉漢堡排(重組肉){豬肉, 水, 洋蔥, 豬脂腸, 棕櫚油, 大豆蛋白, 澱粉, 碘鹽, D-木糖, 洋蔥粉, 複方調味劑(甘胺酸, 麥芽糊精, 5'-次黃嘌呤核苷磷酸二鈉, 5'-鳥嘌呤核苷磷酸二鈉, 丙胺酸, 琥珀酸二鈉, L-天門冬酸鈉), 糖, 小蘇打, 酵母抽出物, 黑胡椒, 匈牙利甜椒粉, 義大利綜合香辛料(奧勒岡草, 羅勒, 迷迭香, 蒜, 辣椒, 馬郁蘭, 洋香菜), 月桂葉, 薑母粉, 肉豆蔻}"", '漢堡{麵粉, 水, 糖, 人造奶油, 葡萄糖, 酵母, 食用烤酥油, 乳粉, 鹽, 酵母, 食用丙二醇(醋酸鈉(無水), 米澱粉發酵抽出物, DL-蘋果酸, 糊精, 脂肪酸甘油酯, 葡萄糖酸-δ內酯, 反丁烯二酸), 乳酸硬脂酸鈉, 小麥蛋白, 麵糰預拌粉(麵粉, 酵母抽出物), 脂肪酸甘油酯}', '洋蔥', '起司', '加工蛋黃製品(日本愛知縣){水, 蛋黃液, 糊精, 還原水飴, 粘稠劑(羥丙基磷酸二澱粉, 羥丙基甲基纖維素), 海藻糖, 植物油(菜籽油, 大豆油), 明膠, 粘稠劑(刺槐豆膠, 三仙膠), 鹽, 複方調味劑(味精, L-精胺酸), 洋菜, 乾燥蛋白, 色素(紅椒色素, 銅鈉多綠素)}', ""沙拉醬{大豆油, 水, 糖, 粘稠劑(辛烯基丁二酸鈉澱粉, 三仙膠), 醋, 碘鹽, 調味劑(檸檬酸, 5'-次黃嘌呤核苷磷酸二鈉, 5'-鳥嘌呤核苷磷酸二鈉)"", '照燒醬(日本福島縣){醬油, 水, 糖, 還原水飴, 糖蜜, 味醂, 發酵調味料(米, 麥芽, 糯米, 小麥, 鹽), 米醋, 燒酒(米, 玉米, 馬鈴薯, 甘蔗), 乙醯化己二酸二澱粉, 三仙膠}', '麵包', ""豬萃取物(豬骨, 蔥, 薑, 豬油, 鹽, 還原水飴, 羅望子膠, 焦糖色彩, 調味劑(味精, 5'-次黃嘌呤核苷磷酸二鈉, 5'-鳥嘌呤核苷磷酸二鈉), 鹽, 洋蔥萃取物, 蘋果汁, 醬油粉(醬油, 澱粉(澱粉, 鹽)))"", '大豆油', '小麥纖維', '複方品質改良劑(醋酸鈉(無水), 甘胺酸, 檸檬酸)']","['麵粉', '水', '豬肉', '乳化油', '棕櫚油', '大豆油', '脂肪酸丙二醇酯', '脂肪酸甘油酯', '脂肪酸聚合甘油酯', '大豆卵磷脂', '檸檬酸', '檸檬酸鉀', '香料', '抗氧化劑(L-抗壞血酸棕櫚酸酯、維生素E)', '著色劑(β-胡蘿蔔素)', '蛋黃醬', '蔗糖', '釀造醋', '高果糖糖漿', '雞蛋', '鹽', '羥丙基磷酸二澱粉', ""調味劑(L-麩酸鈉、胺基乙酸、琥珀酸二鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、DL-胺基丙酸、檸檬酸鈉、冰醋酸、醋酸鈉、偏磷酸鈉、焦磷酸鈉、多磷酸鈉)"", '玉米糖膠', '乙烯二胺四醋酸二鈉鈣', '己二烯酸鉀(防腐劑)', '甜味劑(蔗糖素)', '豬脂肪', '加工澱粉(羥丙基磷酸二澱粉、乙醯化己二酸二澱粉)', '蒜頭', '酵母', '食鹽', '泡打粉[酸性焦磷酸鈉、碳酸氫鈉、玉米澱粉、磷酸二氫鈣、焦磷酸鈉(無水)]', ""複方調味劑(L-麩酸鈉、檸檬酸鈉、胺基乙酸、DL-胺基丙酸、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、麥芽糊精(玉米來源))"", '玉米澱粉', '洋蔥', '黑胡椒', '麥芽糊精', '雞肉萃取物', '豬肉萃取物', ""調味劑(L-麩酸鈉、琥珀酸二鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、鹽、糖、洋蔥粉、醬油粉、玉米澱粉、麥芽糊精、豬肉抽出物、葡萄糖、關華豆膠、酵母抽出物、黑胡椒、匈牙利紅椒、小麥纖維、辣椒、蒜、芥末子、二氧化矽、大豆油、焦糖色素)"", '葡萄糖酸-δ-內酯', '反丁烯二酸一鈉', '麵粉改良劑(脂肪酸甘油酯、碳酸鈣、維生素C、酵素)', '品質改良劑(醋酸鈉(無水)、脂肪酸蔗糖酯)']"
c39_米香-三杯雞燴飯,allergy_warning,本產品含麩質之穀物、奶類(來自雞腿肉)、大豆、芝麻及其製品。本產品含蠶豆,本產品含麩質之穀物、奶類(來自雞腿肉)、大豆、芝麻及其製品。
c39_米香-三杯雞燴飯,ingredients_list,"['水', '白米', '雞腿肉', '杏鮑菇', '油炸油', '料理米酒', '玉米筍', '醬油', '醬油膏', '薑', '大豆油', '胡麻油', '辣豆瓣醬', '炊飯油', '芝麻油', '磷酸二澱粉', '蒜粉', '複方品質改良劑', '辣椒', '醋', '糖', '明膠', '香料', '乙醯化己二酸二澱粉', '鹽', '甜紅椒粉', '洋香菜']","['水', '白米', '雞腿肉', '杏鮑菇', '油炸油', '料理米酒', '玉米筍', '蠔油', '醬油膏', '薑', '大豆油', '辣椒醬', '炒飯油', '芝麻油', '醋酸二澱粉', '蒜', '蔥', '乙醯化己二酸二澱粉', '鹽', '甜紅椒粉', '洋香菜']"
c40_米香-催淚蛋親子丼飯,allergy_warning,本產品含麩質之穀物、奶類(來自雞腿肉)、蛋、芝麻(來自椒香辣油)、大豆及其製品,本產品含麩質之穀物、奶類(來自雞腿肉)、蛋、芝麻(來自椒香辣油)、大豆及其製品。豬原料來源：臺灣。
c40_米香-催淚蛋親子丼飯,ingredients_list,"['水', '白米', '雞腿肉', '雞蛋', '雞絞肉', '醬油', '辣椒', '糯米椒', '青花椒雞肉風味汁', '雞肉風味高湯', '糖', '大豆油', '蒜', '磷酸二澱粉', '蔥', '椒香辣油', '食用烤酥油', '醬油調味液', '豬肉風味高湯', '香菜風味辣醬', '烏醋', '明膠', '炊飯油', '膠原蛋白(豬)', '分離大豆蛋白', '白醋', '大骨風味粉', '複方品質改良劑', '醋', '複方品質改良劑', '雞肉風味粉', '薑', '味精', '香料', '水解蛋白調味粉', '白胡椒粉', '蔬菜調味粉', '複方品質改良劑', '水性辣椒精', '複方著色劑']","['水', '白米', '雞腿肉', '雞蛋', '雞絞肉', '醬油', '辣椒', '青花椒雞風味油', '雞肉風味高湯', '糖', '大豆油', '雞精(雞、澱粉、鹽)', '雞肉部位', '食用烤酥油', '醬油調味液', '豬肉風味高湯', '香菜風味辣椒', '烏醋', '甜酒', '炊飯油', '鹽單', '青花椒', '焦糖色素', '味醂', '米酒', '大蒜', '雞肉風味粉', '品質改良劑', '風味油', '品質改良劑', '雞肉風味粉', '薑', '味精', '香料', '水解蛋白調味粉', '白胡椒粉', '蔬菜調味粉', '複方品質改良劑', '水性辣椒精', '複方著色劑']"
c42_蔥鹽炙燒豬肉便當,name,(區)牛角-蔥鹽炙燒豬肉便當,7-ELEVEN 牛角-鹽鹽炙燒豬肉便當
c42_蔥鹽炙燒豬肉便當,manufacturer,聯華食品工業(股)公司中壢廠,聯華食品工業(股)公司
c42_蔥鹽炙燒豬肉便當,allergy_warning,本產品含麩質之穀物(來自蔥鹽醬)、大豆(來自蔥鹽醬)、奶類(來自雞肉風味粉)、蛋(來自雞肉風味粉)、芝麻、堅果類(來自香料)、亞硫酸鹽類(來自蔥鹽醬)及其製品,本產品含麩質之穀物(來自鹽鹽)、大豆(來自鹽鹽)、奶類(來自鹽鹽風味粉)、蛋(來自鹽鹽風味粉)、芝麻、堅果類(來自香料)、亞硫酸鹽類(來自鹽鹽)及其製品。豬原料來源:西班牙
c42_蔥鹽炙燒豬肉便當,ingredients_list,"['水', '白米', '豬五花肉', '蔥', '蔥鹽醬', '洋蔥', '鹽', '炊飯油', '糖', '香料', '燒烤風味油', '大豆油', '芝麻油', '醋酸澱粉', '磷酸二澱粉', 'D-木糖', '素高湯', '雞肉風味粉', '明膠', '唐辛子', '味醂', '複方品質改良劑', '味精']","['水', '白米', '豬五花肉', '醬油', '味醂(水、糯米、米麴、果糖、釀造醋、鹽)', '洋蔥', '蒜頭', '米酒', '青蔥', '糖', '米霖(糯米、米麴、果糖、釀造醋、鹽、水)', '芥花油', '粘稠劑(乙醯化己二酸二澱粉、羥丙基磷酸二澱粉)', '香油(大豆油、芝麻油)', ""調味劑(L-麩酸鈉、DL-胺基丙酸、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、琥珀酸二鈉、檸檬酸鈉、胺基乙酸)"", '醋酸鈉', '香料', '鹽', '麥芽糊精', '焦糖色素', '複方品質改良劑(D-木糖、琥珀酸、葡萄糖酸-S-內酯、檸檬酸鈉)', '明膠', '複方品質改良劑(麥芽糊精、碳酸鉀、多磷酸鈉、焦磷酸鈉、多磷酸鉀、焦磷酸鉀、磷酸二氫鈉)', '甜味劑(甘草素)', '抗氧化劑(異抗壞血酸鈉)', '辣椒', '複方品質改良劑(琥珀酸、醋酸鈉、多磷酸鈉)', '碳酸氫鈉']"
c43_藤椒風味烤雞便當,ingredients_list,"['波浪麵', '藤椒風味麻辣醬', '水', '青花椒雞腿排', '青江菜', '蔥', '大豆油', '複方品質改良劑', '明膠', '鹽', '複方調味劑', '辣椒', '複方品質改良劑', '鬆麵油']","['波浪麵', '藤椒風味麻辣醬', '水', '青花椒油', '蒜', '醬油', '大豆油', '複方品質改良劑 (羥丙基澱粉、樹薯澱粉)', '鹽', '糖', '複方品質改良劑 (麩醯胺油)']"
c44_酸菜白肉個人鍋,allergy_warning,本產品含有牛奶、大豆及其製品，內含麩質穀類(來自香料)、蛋(來自香料)、甲殼類製品(來自香料)，不適合對其過敏者食用 ※內含酒精，請考量自身情況，謹慎食用,"過敏原:本產品含有牛奶、大豆及其製品,不適合其過敏者食用"
c44_酸菜白肉個人鍋,ingredients_list,"['高湯{水、酸白菜(大白菜、鹽、高粱酒糟)、奶精[葡萄糖漿、完全氫化棕櫚核仁油、乳化劑(脂肪酸甘油酯、單及雙脂肪酸甘油二乙醯酒石酸酯)、乾酪素鈉、檸檬酸鈉、多磷酸鈉、磷酸氫二鉀、碳酸鈣]、豬骨濃湯粉[豬骨高湯(豬骨、水)、麥芽糊精、明膠(豬)]}', '豬油(西班牙)', '雞骨', '雞油', 'L-麩酸鈉', '鹽', '香料', '明膠(豬)', '玉米糖膠', '刺梧桐膠', ""5'-次黃嘌呤核苷磷酸二鈉"", ""5'-鳥嘌呤核苷磷酸二鈉"", '白醋(水、米、食用酒精、果糖)', ""調味粉{鹽、麥芽糊精、L-麩酸鈉、糖、玉米澱粉、雞肉粉、香料、酵母萃取物(酵母萃取物、鹽)、雞油、棕櫚油(棕櫚油、硬質棕櫚油)、豬肉粉[豬肉(台灣)、鹽、多磷酸鈉、複合金調味劑(乳糖、DL-胺基丙酸、調味劑(5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)、胺基乙酸、琥珀酸二鈉、檸檬酸鈉)、維生素E(抗氧化劑)]}"", '洋蔥粉', '明膠(豬)', '白胡椒', '大豆沙拉油', '紅棗', '甘草', '米酒(米、砂糖、純水)}', '豬肉(巴拉圭)', '凍豆腐[水、黃豆(非基因改造)、硫酸鈣]']","['水', '酸白菜', '大白菜', '鹽', '高粱酒糟', '奶精', '葡萄糖漿', '氫化棕櫚核仁油', '脂肪酸甘油酯', '單及雙脂肪酸甘油二醋酒石酸酯', '乾酪素鈉', '檸檬酸鈉', '多磷酸鈉', '磷酸鈉', '磷酸氫二鉀', '磷酸鈣', '豬骨高湯', '豬骨', '麥芽糊精', '明膠(豬)', '豬骨濃湯粉', '豬骨抽出物', '鹽', '豬油(西班牙)', '胺基丙酸', ""調味劑(5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)"", '乳糖', '葡萄糖', '刺槐豆膠', '玉米糖膠', '白胡椒', '釀造醋(白醋)', '琥珀酸二鈉', '檸檬酸', '檸檬酸鈉', '豬肉(巴拉圭)', '凍豆腐', '黃豆(非基因改造)', '硫酸鈣']"
c45_金沙烤豆腐義大利麵,ingredients_list,"['義大利麵', '豆腐', '水', '脂肪抹醬', '洋蔥', '洋菇片', '青花菜', '南瓜', '大豆油', '橄欖油', '素高湯', '鹹蛋黃', '醬油', '鹽', '蒜', '複方品質改良劑', '糖', '蔬菜調味粉', '粘稠劑', '凍醣粉', '香料', '黑胡椒', '複方著色劑', '複方品質改良劑', '焦糖色彩', '洋香菜葉']","['義大利麵', '豆腐', '水', '脂肪抹醬', '洋蔥', '洋菇片', '青花菜', '南瓜', '大豆油', '橄欖油', '素高湯', '鹹蛋黃', '醬油', '鹽', '蒜', '複方品質改良劑', '糖', '蔬菜調味粉', '粘稠劑', '澱粉', '香料', '黑胡椒', '複方著色劑', '焦糖色素', '洋香菜葉']"
c46_雙拼起司紅醬焗飯,name,雙拼起司紅醬焗飯,7-ELEVEN 雙拼起司紅醬焗飯
c46_雙拼起司紅醬焗飯,allergy_warning,本產品含麩質之穀物(來自雞腿排肉)、奶類、芝麻(來自雞腿排肉)、大豆(來自大骨風味高湯)及其製品。,本產品含麩質之穀物(來自雞腿排肉)、奶類、芝麻(來自雞腿排肉)、大豆(來自大骨風味高湯)及其製品。豬原料來源:加拿大
c46_雙拼起司紅醬焗飯,ingredients_list,"['水', '白米', '雞腿排肉', '西式香腸', '蕃茄醬', '摩佐起司', '蕃茄糊', '蕃茄', '洋蔥', '大豆油', '帕瑪森乾酪', '糖', '蒜', '明膠', '乙醯化己二酸二澱粉', '鹽', '炊飯油', '大骨風味高湯', '醋', '複方品質改良劑', '黑胡椒', '蕃茄風味粉', '蔬菜調味粉', '白胡椒', '義大利綜合香辛料', '甜紅椒', '洋香菜', '植物胡蘿蔔素']","['水', '白米', '雞腿排肉', '西式香腸', '蕃茄', '馬鈴薯', '摩佐起司', '蕃茄糊', '洋蔥', '大豆油', '棕櫚油', '馬鈴薯澱粉', '玉米澱粉', '糖', '熱狗', '明膠', '鹿角菜膠', '關華豆膠', '鹽', '雞肉萃取物', '酵母萃取物', '醋', '複方品質改良劑(焦磷酸鈉、磷酸鈉、檸檬酸鈉、碳酸鈉、多磷酸鈉)', '白胡椒粉', '香料', '甜紅椒', '洋香菜', '義大利綜合香辛料', '植物胡蘿蔔素']"
c18_蝦味先原味,name,蝦味先原味,餅味先原味餅乾
c18_蝦味先原味,brand,蝦味先,餅味先
c18_蝦味先原味,manufacturer,裕榮食品股份有限公司,
c18_蝦味先原味,allergy_warning,本產品含有蝦子、小麥製品,本產品含有蝦子、小麥產品
c18_蝦味先原味,ingredients_list,"['麵粉', '棕櫚油', '玉米澱粉', '樹薯澱粉', '糖', '全蝦', '馬鈴薯澱粉', '鹽', ""調味劑(L-麩酸鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、L-天門冬酸鈉、胺基乙酸、DL-胺基丙酸、琥珀酸二鈉)"", '膨脹劑(碳酸氫鈉、碳酸氫銨、酒石酸氫鉀)', '碳酸鈉', '酸性焦磷酸鈉', '甘草萃(甜味劑)']","['麵粉', '棕櫚油', '玉米澱粉', '樹薯澱粉', '糖', '全蝦', '馬鈴薯澱粉', '鹽', 'L-麩酸鈉', ""5'-次黃嘌呤核苷磷酸二鈉"", ""5'-鳥嘌呤核苷磷酸二鈉"", 'L-天門冬酸鈉', '胺基乙酸', 'DL-胺基丙酸', '琥珀酸二鈉', '碳酸氫鈉', '碳酸氫銨', '酒石酸氫鉀', '碳酸鈉', '酸性焦磷酸鈉', '甘草萃']"
c19_經典原味洋芋片,brand,樂事,Lay's 樂事
c19_經典原味洋芋片,ingredients_list,"['馬鈴薯', '棕櫚油', '食鹽', ""調味劑(味精、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)"", '二氧化矽']","['馬鈴薯', '棕櫚油', '食鹽', '味精', ""5'-次黃嘌呤核苷磷酸二鈉"", ""5'-鳥嘌呤核苷磷酸二鈉"", '二氧化矽']"
c20_海苔洋芋片,name,樂事九州岩燒海苔風味洋芋片,樂事九州岩燒海苔口味洋芋片
c20_海苔洋芋片,brand,樂事,Lay's 樂事
c20_海苔洋芋片,allergy_warning,本產品含有奶類、含麩質之穀物、大豆、魚類及其製品,本產品含有牛奶、含麩質之穀物、大豆、芝麻及魚製品
c20_海苔洋芋片,ingredients_list,"['馬鈴薯', '棕櫚油', ""海苔粉[麥芽糊精、食鹽、味精、海苔細片、蒜粉、辣椒粉、二氧化矽、乳化劑(脂肪酸甘油酯)、調味劑(5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)]"", '香料(香料、醋酸、胺基乙酸、糖、二氧化矽、全脂奶粉)']","['馬鈴薯', '棕櫚油', '海苔粉(麥芽糊精)', '食鹽', '味精', '海苔細片', '蒜粉', '辣椒粉', '二氧化矽', '乳化劑(脂肪酸甘油酯)', ""調味劑(5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)"", '香料(香料、醋酸、胺基乙酸)', '糖', '二氧化矽', '全脂奶粉']"
c21_Pockey百奇草莓棒,brand,Pocky百奇,Glico
c21_Pockey百奇草莓棒,allergy_warning,本產品含有含麩質之穀物、牛奶、大豆及其製品，不適合對其過敏體質者食用。本產品生產製程廠房，其設備或生產管線有處理芒果、堅果類及其製品。,過敏原標示:本產品含有麩質之穀物、牛奶、大豆及其製品，不適合對其過敏體質者食用。本產品生產製程廠房，其設備或生產管線有處理芒果、堅果類及其製品。
c28_北海鱈魚香絲,brand,北海,有豐
c28_北海鱈魚香絲,allergy_warning,本產品含有魚類、含麩質之穀物及大豆製品，不適合其過敏體質者食用 ※本產品使用的原料魚漿其生產過程可能有甲殼類存在，食物過敏者請留意,※本產品中含有魚漿、含麩質之穀物及大豆製品，不適合對其過敏體質者食用。※本產品使用的原料魚漿其生產過程可能有甲殼類存在，食物過敏者請留意。
c28_北海鱈魚香絲,ingredients_list,"['魚漿(含鱈魚)', '樹薯澱粉', 'D-山梨醇液70%(甜味劑)', '砂糖', '鹽(鹽、氯化鉀、麵粉)', '醬油', 'L-麩酸鈉', '辣椒粉', '水解蛋白(豬皮明膠、大豆)', '甘胺酸', ""5'-次黃嘌呤核苷磷酸二鈉"", ""5'-鳥嘌呤核苷磷酸二鈉"", '琥珀酸二鈉', '辣椒膏(樹薯澱粉、紅辣椒萃取物、乙醇、D-山梨醇、脂肪酸蔗糖酯)', 'DL-胺基丙酸', '乙基麥芽醇']","['魚漿(含鱈魚)', '樹薯澱粉', 'D-山梨醇液70%(甜味劑)', '砂糖', '鹽', '醬油', 'L-麩酸鈉', '辣椒粉', '水解蛋白(豬皮明膠、大豆)', '磷酸二鈉', ""5'-次黃嘌呤核苷磷酸二鈉"", ""5'-鳥嘌呤核苷磷酸二鈉"", '琥珀酸二鈉', '辣椒膏(樹薯澱粉、紅辣椒萃取物、乙醇、D-山梨醇、脂肪酸蔗糖酯、DL-胺基丙酸)', '乙基麥芽醇']"
c32_奧利奧捲心酥-巧克力口味,allergy_warning,含有小麥和大豆。此生產線也生產含有牛奶的餅乾。,"過敏原資訊:含有小麥和大豆。
此生產線也生產含有牛奶的餅乾。"
c32_奧利奧捲心酥-巧克力口味,ingredients_list,"['砂糖', '麵粉', '非氫化植物油(棕櫚油, 軟質棕櫚油)', '可可粉', '麥芽糊精', '高果糖糖漿', '玉米澱粉', '葡萄糖', '食鹽', '香料', '大豆卵磷脂', '焦糖色彩']","['砂糖', '麵粉', '非氫化植物油(棕櫚油, 軟質棕櫚油)', '可可粉', '麥芽糊精', '高果糖糖漿', '玉米澱粉', '葡萄糖', '食鹽', '香料', '大豆卵磷脂', '焦糖色素']"
c33_手摘果物-無籽梅肉,name,手摘果物 無籽梅肉,無籽梅肉 Dried Plum Without Seed
c33_手摘果物-無籽梅肉,allergy_warning,本產品含阿斯巴甜，苯酮尿症患者不宜食用。,"※本產品含阿斯巴甜，苯酮尿症患者不宜食用。
※梅子表面上的白色粉末，是鹽巴及甜味劑(阿斯巴甜)，請安心食用。"
c33_手摘果物-無籽梅肉,ingredients_list,"['梅肉', '食鹽', '蔗糖', '檸檬酸', '甜味劑(阿斯巴甜、蔗糖素、甜菊醣苷、甘草素、紐甜)', '香莢蘭酚', '香料']","['梅肉', '食鹽', '蔗糖', '檸檬酸', '阿斯巴甜', '蔗糖素', '甜菊醣苷', '甘草素', '紐甜', '香莢蘭醛', '香料']"
c38_科學麵,ingredients_list,"['麵粉', '精製棕櫚油(棕櫚油、抗氧化劑混合濃縮生育醇)', '食鹽', '水', '味精', '蔗糖', '醬油', '芝麻油', '關華豆膠', '多磷酸鈉', '抗氧化劑混合濃縮生育醇(含精製芥花油)', '複方抗氧化劑(麥芽糖醇、抗氧化劑混合濃縮生育醇、水、精製芥花油)', '脂肪酸甘油酯', '大豆卵磷脂', '酒精', '甘油', '油包：葡萄糖', '蔗糖', '味精', '香料', '蒜粉', '胡椒粉', '脫水青蔥', ""調味劑(琥珀酸二鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)"", '薑', '麥芽糊精']","['麵粉', '精製棕櫚油(棕櫚油、抗氧化劑混合濃縮生育醇)', '食鹽', '水', '味精', '麻油(麻油、抗氧化劑混合濃縮生育醇)', '蒜粉', '調味劑(麥芽糊精、抗氧化劑混合濃縮生育醇)', '麵質改良劑(多磷酸鈉、碳酸鈉、碳酸鉀)', '關華豆膠', '維生素E(抗氧化劑)', '脂肪酸甘油酯', '大豆卵磷脂', '活力素P(酵母粉、L-半胱胺酸鹽酸鹽、麥芽糊精)', '醬油', '糖', '辣粉', '胡椒粉', ""調味劑(5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)"", '重合磷酸鹽', '品質改良劑', '脫水青蔥', '調味劑(蒜粉、麥芽糊精、糊精、甘油)']"
c22_UNCLELEMON蜂蜜檸檬風味膠囊,name,UNCLE LEMON蜂蜜檸檬風味膠囊,UNICLE LEMON 蜂蜜檸檬風味膠囊
c22_UNCLELEMON蜂蜜檸檬風味膠囊,brand,UNCLE LEMON,UNICLE LEMON
c23_in果凍,brand,in果凍,in
c23_in果凍,ingredients_list,"['水', '蔗糖', '異麥芽糊精', '甜味劑(赤藻糖醇、醋磺內酯鉀、蔗糖素)', '乳酸鈣', '紅葡萄果汁', '硫酸鎂', '胺基乙酸', 'DL-蘋果酸', '香料(含醋酸、甘油)', '檸檬酸', '結蘭膠', '三仙膠', '氯化鉀', '葡萄糖酸鋅', '葡甘露聚糖', '焦磷酸鐵(含澱粉水解物、氯化鈉、卵磷脂)', '檸檬酸鈉', '矽樹脂', '糊精', '葡萄糖酸銅']","['水', '蔗糖', '果寡糖精', '甜味劑(赤藻糖醇)', '檸檬內酯鉀', '蔗糖素', '乳酸鈣', '紅葡萄果汁', '碳酸鎂', '胺基乙酸', 'DL-蘋果酸', '香料(含醋酸、甘油)', '檸檬酸', '黏稠劑', '三仙膠', '氯化鉀', '葡萄糖酸鋅', '葡萄糖聚糖', '焦磷酸鐵(含澱粉水解物、氯化鈉、卵磷脂)', '檸檬酸鈉', '矽樹脂', '糊精', '葡萄糖酸銅']"
