case_id,field,gt,pred
c34_日式佛蒙特咖哩雞肉飯,allergy_warning,本產品含麩質之穀物(來自甘口咖哩塊)、奶類(來自甘口咖哩塊)、芝麻(來自雞絞肉)、大豆(來自甘口咖哩塊)、魚類(來自甘口咖哩塊)及其製品,本產品含麩質之穀物(來自白米咖哩塊)、奶類(來自白米咖哩塊)、芝麻(來自白米咖哩塊)、大豆(來自白米咖哩塊)、魚類(來自白米咖哩塊)及蛋製品。
c34_日式佛蒙特咖哩雞肉飯,ingredients_list,"['水', '白米', '雞腿肉', '紅蘿蔔', '洋蔥', '甘口咖哩塊(日本奈良縣)', '馬鈴薯', '雞絞肉', '蘋果', '大豆油', '明膠', '炊飯油', '醋', '複方品質改良劑']","['水', '白米', '雞腿肉', '紅蘿蔔', '馬鈴薯', '洋蔥', '咖哩塊(食用油脂(棕櫚油、菜籽油)、麵粉、砂糖、食鹽、澱粉、咖哩粉、麥芽糖、起司粉、奶粉、大豆蛋白、明膠、炒麵粉、醋、酵母產品、乳酪、香辛料抽出物、洋蔥抽出物、醬油粉、蜂蜜、番茄泥、蘋果泥、蒜頭粉、調味劑、著色劑、甜味劑)', '麵粉', '大豆油', '明膠', '炊飯油', '醋', '複方品質改良劑']"
c34_日式佛蒙特咖哩雞肉飯,nutrition.fat,4.0,5.4
c34_日式佛蒙特咖哩雞肉飯,nutrition.saturated_fat,1.6,2.4
c34_日式佛蒙特咖哩雞肉飯,nutrition.carbohydrates,22.0,17.6
c34_日式佛蒙特咖哩雞肉飯,nutrition.sugar,0.9,1.9
c34_日式佛蒙特咖哩雞肉飯,nutrition.sodium,274.0,511
c34_日式佛蒙特咖哩雞肉飯,per_serving.fat,21.4,29
c34_日式佛蒙特咖哩雞肉飯,per_serving.saturated_fat,8.6,12.9
c34_日式佛蒙特咖哩雞肉飯,per_serving.carbohydrates,117.9,94.2
c34_日式佛蒙特咖哩雞肉飯,per_serving.sugar,4.8,10.3
c34_日式佛蒙特咖哩雞肉飯,per_serving.sodium,1469.0,2741
c35_極饕-真飽經典麻醬涼麵,manufacturer,凱亞食品(股)公司,統一企業股份有限公司
c35_極饕-真飽經典麻醬涼麵,ingredients_list,"['麵條(麵粉, 粘稠劑(羥丙基磷酸二澱粉, 氧化澱粉), 水, 小麥蛋白, 鹽, 丙二醇, 複方乳化劑(芥花油, D-山梨醇液70%, 丙二醇, 大豆卵磷脂, 脂肪酸聚合甘油酯, 抗氧化劑(混合濃縮生育醇)), 品質改良劑(碳酸鈉(無水), 碳酸鉀)), 蛋白粉(麥芽糊精, 蛋白粉, 小麥纖維, 貝殼鈣), 黃梔子色彩(麥芽糊精, 黃梔子色彩)', '醬油包(水, 醬油, 醋, 糖, 味醂(轉化液糖(糖, 水), 酒精, 鹽, 糯米), 鹽, 蒜泥(蒜, 水, 醋, 鹽, 酒精, 葡萄糖, 乙烯二胺四醋酸二鈉鈣, 香料), 香料), 焦糖色彩, 調味料(麥芽糊精, 酵母抽出物(酵母抽出物, 糊精, 葵花籽油), 葡萄糖, 鹽, 蔬菜粉(甘草抽出物, 麥芽糊精)), 酵母抽出物, 甜味劑(甘草萃))', '麻醬包(芥花油, 芝麻醬, 葡萄糖, 小麥纖維, 芝麻油, 香料(芝麻油, 香料))', '小黃瓜', '綠豆芽', '大豆油', '鬆麵油(油菜籽油, 脂肪酸甘油酯, 卵磷脂)', '複方品質改良劑(醋酸鈉(無水), 甘胺酸, 檸檬酸)', '鹽']","['麵(高筋麵粉、水、雞蛋、鹽、關華豆膠、蛋黃粉、小麥蛋白粉、玉米澱粉、鹼水(碳酸鉀、碳酸鈉、水、焦磷酸鈉)、碳酸鈉、脂肪酸蔗糖酯、品質改良劑(多磷酸鈉、無水焦磷酸鈉、多磷酸鉀、酸性焦磷酸鈉、磷酸二氫鈉)、甜味劑(D-山梨醇液70%)、小麥澱粉、大豆卵磷脂)', '麻醬包(芝麻、大豆油、棕櫚油、抗氧化劑(混合濃縮生育醇))', '品質改良劑(碳酸鈣、無水焦磷酸鈉、磷酸二氫鈉、多磷酸鈉、碳酸鈉、多磷酸鉀、焦磷酸鈉)', '黃梔子色素(麥芽糊精、黃梔子色素、水)', ""醬油包(水、釀造醬油、糖、味醂(糯米、米麴、果糖、水、味精、鹽)、鹽、調味劑(L-麩酸鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、琥珀酸二鈉)、洋蔥、蒜、香料、甜味劑(D-山梨醇液70%)、焦糖色素)"", ""蒜包(水、蒜、沙拉油(大豆油、芥花油、棕櫚油)、調味劑(L-麩酸鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、胺基乙酸、DL-胺基丙酸、檸檬酸鈉、琥珀酸二鈉)、醋、品質改良劑(多磷酸鈉、酸性焦磷酸鈉、無水焦磷酸鈉)、粘稠劑(玉米糖膠)、複方香料(中鏈三酸甘油酯、香料))"", '辣油包(大豆油、辣椒、香油(芝麻油、大豆油)、花椒、食用紅色六號、食用紅色七號)', '小黃瓜絲', '豆芽菜']"
c35_極饕-真飽經典麻醬涼麵,nutrition.protein,4.6,6.9
c35_極饕-真飽經典麻醬涼麵,per_serving.protein,19.0,28.4
c36_滿漢大餐酸菜白肉拌麵,manufacturer,凱亞食品(股)公司,統一企業(股)公司
c36_滿漢大餐酸菜白肉拌麵,allergy_warning,本產品含麩質之穀物、蛋(來自寬麵)、奶類(來自牛肉調味醬)、芝麻、大豆及其製品。,本產品含麩質之穀物、蛋(來自雞蛋)、奶類(來自牛肉調味醬)、芝麻、大豆及其製品。本產品產線皆生產堅果類、花生、甲殼類、魚類及其製品。
c36_滿漢大餐酸菜白肉拌麵,ingredients_list,"['寬麵', '水', '牛肉調味醬', '調味牛肉', '酸菜', '蔥', '調味牛油', '大豆油', '酸菜風味粉', '蒜', '料理米酒', '豆瓣醬', '鬆麵油', '複方品質改良劑', '芝麻油', '辣椒']","['麵體', '麵粉', '水', '澱粉', '麵筋', '鹽', '關華豆膠', '檸檬酸', '偏磷酸鈉', '焦磷酸鈉', '多磷酸鈉', '牛肉', '酸菜', '芥菜', '辣椒', '酵母抽出物', '醬油', '大豆', '糖', '小麥', '酒精', '焦糖色素', '牛油', '豆瓣醬', '蠶豆', '薑', '蒜', '調味劑', 'L-麩酸鈉', ""5'-次黃嘌呤核苷磷酸二鈉"", ""5'-鳥嘌呤核苷磷酸二鈉"", '胺基乙酸', 'DL-胺基丙酸', '琥珀酸二鈉', '香油', '大豆油', '芝麻油', '花椒', '八角', '肉桂', '丁香', '甘草', '抗氧化劑', '混合濃縮生育醇']"
c36_滿漢大餐酸菜白肉拌麵,nutrition.fat,3.7,8.7
c36_滿漢大餐酸菜白肉拌麵,nutrition.saturated_fat,1.1,3.2
c36_滿漢大餐酸菜白肉拌麵,per_serving.fat,13.2,31.2
c36_滿漢大餐酸菜白肉拌麵,per_serving.saturated_fat,3.9,11.4
c36_滿漢大餐酸菜白肉拌麵,per_serving.trans_fat,0.0,1.1
c37_爆蛋流心豬肉堡,name,爆蛋流心豬肉堡,原賞 爆蛋流心豬肉堡
c37_爆蛋流心豬肉堡,brand,7-ELEVEN,原賞
c37_爆蛋流心豬肉堡,manufacturer,聯華食品工業(股)公司基隆廠,統一超商股份有限公司
c37_爆蛋流心豬肉堡,allergy_warning,本產品含麩質之穀物、奶類、蛋、大豆及其製品,本產品含有蛋、含麩質之穀物、奶類、大豆及其製品。請過敏者留意。
c37_爆蛋流心豬肉堡,ingredients_list,"[""豬肉漢堡排(重組肉){豬肉, 水, 洋蔥, 豬脂腸, 棕櫚油, 大豆蛋白, 澱粉, 碘鹽, D-木糖, 洋蔥粉, 複方調味劑(甘胺酸, 麥芽糊精, 5'-次黃嘌呤核苷磷酸二鈉, 5'-鳥嘌呤核苷磷酸二鈉, 丙胺酸, 琥珀酸二鈉, L-天門冬酸鈉), 糖, 小蘇打, 酵母抽出物, 黑胡椒, 匈牙利甜椒粉, 義大利綜合香辛料(奧勒岡草, 羅勒, 迷迭香, 蒜, 辣椒, 馬郁蘭, 洋香菜), 月桂葉, 薑母粉, 肉豆蔻}"", '漢堡{麵粉, 水, 糖, 人造奶油, 葡萄糖, 酵母, 食用烤酥油, 乳粉, 鹽, 酵母, 食用丙二醇(醋酸鈉(無水), 米澱粉發酵抽出物, DL-蘋果酸, 糊精, 脂肪酸甘油酯, 葡萄糖酸-δ內酯, 反丁烯二酸), 乳酸硬脂酸鈉, 小麥蛋白, 麵糰預拌粉(麵粉, 酵母抽出物), 脂肪酸甘油酯}', '洋蔥', '起司', '加工蛋黃製品(日本愛知縣){水, 蛋黃液, 糊精, 還原水飴, 粘稠劑(羥丙基磷酸二澱粉, 羥丙基甲基纖維素), 海藻糖, 植物油(菜籽油, 大豆油), 明膠, 粘稠劑(刺槐豆膠, 三仙膠), 鹽, 複方調味劑(味精, L-精胺酸), 洋菜, 乾燥蛋白, 色素(紅椒色素, 銅鈉多綠素)}', ""沙拉醬{大豆油, 水, 糖, 粘稠劑(辛烯基丁二酸鈉澱粉, 三仙膠), 醋, 碘鹽, 調味劑(檸檬酸, 5'-次黃嘌呤核苷磷酸二鈉, 5'-鳥嘌呤核苷磷酸二鈉)"", '照燒醬(日本福島縣){醬油, 水, 糖, 還原水飴, 糖蜜, 味醂, 發酵調味料(米, 麥芽, 糯米, 小麥, 鹽), 米醋, 燒酒(米, 玉米, 馬鈴薯, 甘蔗), 乙醯化己二酸二澱粉, 三仙膠}', '麵包', ""豬萃取物(豬骨, 蔥, 薑, 豬油, 鹽, 還原水飴, 羅望子膠, 焦糖色彩, 調味劑(味精, 5'-次黃嘌呤核苷磷酸二鈉, 5'-鳥嘌呤核苷磷酸二鈉), 鹽, 洋蔥萃取物, 蘋果汁, 醬油粉(醬油, 澱粉(澱粉, 鹽)))"", '大豆油', '小麥纖維', '複方品質改良劑(醋酸鈉(無水), 甘胺酸, 檸檬酸)']","['麵包', '麵粉(小麥)', '水', '蔗糖', '酵母(酵母, 水, 大豆卵磷脂)', '鹽', '奶粉', '麵包改良劑(小麥麵粉, 碳酸鈣, 抗氧化劑(維生素C), 酵素(澱粉酶, 半纖維素酶))', '麵筋(小麥麵粉)', '奶油', '棕櫚油', '漢堡肉', '豬肉(臺灣)', '雞肉(臺灣)', '水', '醬油', '糖', '洋蔥', '蒜頭', '麵包粉(麵粉(小麥), 水, 酵母, 鹽)', '鹽', '蛋白粉', '調味劑(L-麩酸鈉)', '粘稠劑(鹿角菜膠, 蒟蒻粉)', '品質改良劑(多磷酸鈉)', '抗氧化劑(異抗壞血酸鈉)', '著色劑(焦糖色素)', '熟蛋(雞蛋, 麥芽糊精)', '起司(牛乳, 棕櫚油, 水, 乾酪, 鹽, 檸檬酸鈉, 脫水乳脂, 磷酸鈉, 乳酸, 大豆卵磷脂, 防腐劑(己二烯酸), β-胡蘿蔔素)', '照燒醬(水, 醬油(非基改大豆), 蔗糖, 味醂(米釀造液, 蔗糖, 乙醇, 鹽), 粘稠劑(乙醯化己二酸二澱粉, 玉米糖膠), 乙醇, 鹽, 調味劑(L-麩酸鈉), 焦糖色素, 複方香料(香料, 焦糖色素))', '大豆油']"
c37_爆蛋流心豬肉堡,nutrition.saturated_fat,4.8,6.8
c37_爆蛋流心豬肉堡,nutrition.sodium,493.0,403.0
c37_爆蛋流心豬肉堡,per_serving.saturated_fat,8.9,12.6
c37_爆蛋流心豬肉堡,per_serving.sodium,917.0,749.0
c38_科學麵,allergy_warning,本產品含芝麻、含麩質之穀物及大豆製品；該生產線亦生產含甲殼類、牛奶、蛋、魚類及螺貝類製品。,"本產品部分脫水蔬菜，香辛料採食品輻射照射處理
過敏原資訊：本產品含有麩質之穀物及大豆類，且生產線設備亦處理含甲殼類、牛奶、蛋、花生及螺貝類產品。"
c38_科學麵,ingredients_list,"['麵粉', '精製棕櫚油(棕櫚油、抗氧化劑混合濃縮生育醇)', '食鹽', '水', '味精', '蔗糖', '醬油', '芝麻油', '關華豆膠', '多磷酸鈉', '抗氧化劑混合濃縮生育醇(含精製芥花油)', '複方抗氧化劑(麥芽糖醇、抗氧化劑混合濃縮生育醇、水、精製芥花油)', '脂肪酸甘油酯', '大豆卵磷脂', '酒精', '甘油', '油包：葡萄糖', '蔗糖', '味精', '香料', '蒜粉', '胡椒粉', '脫水青蔥', ""調味劑(琥珀酸二鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)"", '薑', '麥芽糊精']","['麵粉', '精製棕櫚油(棕櫚油、抗氧化劑混合濃縮生育醇)', '食鹽', '水', '味精', '蔗糖', '醬油', '麻油', '關華豆膠', '多磷酸鈉', '碳酸鈉', '碳酸鉀', '調味劑(蒜粉、辣椒粉、香蔥粉、蔗糖、味精、醋酸鈉、油性辣椒紅、脫水青蔥、胡椒粉、麥芽糊精、5’-次黃嘌呤核苷磷酸二鈉、5’-鳥嘌呤核苷磷酸二鈉)', '著色劑焦糖色素']"
c38_科學麵,nutrition.saturated_fat,10.9,10.2
c38_科學麵,nutrition.sodium,1800,1250
c38_科學麵,per_serving.sodium,720,500
c39_米香-三杯雞燴飯,name,米香-三杯雞燴飯,星級饗宴 三杯雞燴飯
c39_米香-三杯雞燴飯,brand,米香,GRAND MAYFULL
c39_米香-三杯雞燴飯,manufacturer,永潤食品(股)公司,
c39_米香-三杯雞燴飯,allergy_warning,本產品含麩質之穀物、奶類(來自雞腿肉)、大豆、芝麻及其製品。本產品含蠶豆,本產品含有麩質之穀物、奶類(來自起司類)、大豆、芝麻及其製品。本產品生產製程廠房，其設備或生產管線有處理甲殼類動物(蝦)(蟹)製造
c39_米香-三杯雞燴飯,ingredients_list,"['水', '白米', '雞腿肉', '杏鮑菇', '油炸油', '料理米酒', '玉米筍', '醬油', '醬油膏', '薑', '大豆油', '胡麻油', '辣豆瓣醬', '炊飯油', '芝麻油', '磷酸二澱粉', '蒜粉', '複方品質改良劑', '辣椒', '醋', '糖', '明膠', '香料', '乙醯化己二酸二澱粉', '鹽', '甜紅椒粉', '洋香菜']","['水', '米', '雞肉', '杏鮑菇', '玉米筍', '醬油', '糖', '大蒜', '米酒', '薑', '辣椒', '香油', '九層塔', '大豆油', '乙醯化己二酸二澱粉', '鹽', '麩酸鈉', '檸檬酸', '蒜粉', '洋蔥粉', '關華豆膠']"
c39_米香-三杯雞燴飯,nutrition.calories,172.0,316
c39_米香-三杯雞燴飯,nutrition.protein,5.8,17.2
c39_米香-三杯雞燴飯,nutrition.fat,4.8,5.8
c39_米香-三杯雞燴飯,nutrition.carbohydrates,26.4,48.0
c39_米香-三杯雞燴飯,nutrition.sugar,1.1,4.4
c39_米香-三杯雞燴飯,nutrition.sodium,316.0,1277
c39_米香-三杯雞燴飯,per_serving.fat,19.4,26.2
c40_米香-催淚蛋親子丼飯,name,米香-催淚蛋親子丼飯,米香催淚親子丼飯
c40_米香-催淚蛋親子丼飯,brand,7-ELEVEN,星級饗宴 Grand Mayfull
c40_米香-催淚蛋親子丼飯,manufacturer,聯華食品工業(股)公司中壢廠,統一食品工業(股)公司中壢廠
c40_米香-催淚蛋親子丼飯,allergy_warning,本產品含麩質之穀物、奶類(來自雞腿肉)、蛋、芝麻(來自椒香辣油)、大豆及其製品,本產品含有麩質之穀物、奶類(來自雞肉)、蛋、芝麻(來自麻婆醬)、大豆及其製品。與其他含有花生、堅果的產品於同一生產線生產，食物過敏者請留意。
c40_米香-催淚蛋親子丼飯,ingredients_list,"['水', '白米', '雞腿肉', '雞蛋', '雞絞肉', '醬油', '辣椒', '糯米椒', '青花椒雞肉風味汁', '雞肉風味高湯', '糖', '大豆油', '蒜', '磷酸二澱粉', '蔥', '椒香辣油', '食用烤酥油', '醬油調味液', '豬肉風味高湯', '香菜風味辣醬', '烏醋', '明膠', '炊飯油', '膠原蛋白(豬)', '分離大豆蛋白', '白醋', '大骨風味粉', '複方品質改良劑', '醋', '複方品質改良劑', '雞肉風味粉', '薑', '味精', '香料', '水解蛋白調味粉', '白胡椒粉', '蔬菜調味粉', '複方品質改良劑', '水性辣椒精', '複方著色劑']","['水', '米', '雞肉', '洋蔥', '蛋', '醬油', '辣椒', '蒜', '芥花油', '食用烤酥油', '麻婆醬', '糖', '玉米澱粉', '味醂', '辣豆瓣醬', '薑', '鮮雞風味粉', '品質改良劑', '白胡椒粉', '蒜風味粉', '調味劑', '黏稠劑', '洋蔥粉']"
c40_米香-催淚蛋親子丼飯,nutrition.protein,6.1,3.8
c40_米香-催淚蛋親子丼飯,nutrition.fat,3.6,6.8
c40_米香-催淚蛋親子丼飯,nutrition.saturated_fat,1.1,2.2
c40_米香-催淚蛋親子丼飯,nutrition.carbohydrates,22.1,16.0
c40_米香-催淚蛋親子丼飯,nutrition.sugar,1.3,0.2
c40_米香-催淚蛋親子丼飯,per_serving.protein,26.7,16.6
c40_米香-催淚蛋親子丼飯,per_serving.fat,15.8,29.8
c40_米香-催淚蛋親子丼飯,per_serving.saturated_fat,4.8,9.6
c40_米香-催淚蛋親子丼飯,per_serving.trans_fat,0.0,0.9
c40_米香-催淚蛋親子丼飯,per_serving.carbohydrates,96.8,70.0
c40_米香-催淚蛋親子丼飯,per_serving.sugar,5.7,0.8
c41_綠巨人珍珠玉米,brand,綠巨人,綠巨人 Green Giant
c42_蔥鹽炙燒豬肉便當,name,(區)牛角-蔥鹽炙燒豬肉便當,御弁当 牛角蔥鹽炙燒豬肉便當
c42_蔥鹽炙燒豬肉便當,brand,7-ELEVEN,7-ELEVEN 御弁当
c42_蔥鹽炙燒豬肉便當,manufacturer,聯華食品工業(股)公司中壢廠,統一食品工業(股)公司中壢廠
c42_蔥鹽炙燒豬肉便當,allergy_warning,本產品含麩質之穀物(來自蔥鹽醬)、大豆(來自蔥鹽醬)、奶類(來自雞肉風味粉)、蛋(來自雞肉風味粉)、芝麻、堅果類(來自香料)、亞硫酸鹽類(來自蔥鹽醬)及其製品,本產品含麩質之穀物(來自飯體麵)、大豆(來自飯體麵)、奶類(來自雞肉風味粉)、蛋(來自雞肉風味粉)、芝麻、堅果類(來自香料) 及其製品。
c42_蔥鹽炙燒豬肉便當,ingredients_list,"['水', '白米', '豬五花肉', '蔥', '蔥鹽醬', '洋蔥', '鹽', '炊飯油', '糖', '香料', '燒烤風味油', '大豆油', '芝麻油', '醋酸澱粉', '磷酸二澱粉', 'D-木糖', '素高湯', '雞肉風味粉', '明膠', '唐辛子', '味醂', '複方品質改良劑', '味精']","['麩質之穀物(來自飯體麵)', '大豆(來自飯體麵)', '奶類(來自雞肉風味粉)', '蛋(來自雞肉風味粉)', '芝麻', '堅果類(來自香料)']"
c42_蔥鹽炙燒豬肉便當,nutrition.protein,6.5,18.7
c42_蔥鹽炙燒豬肉便當,nutrition.fat,6.7,19.3
c42_蔥鹽炙燒豬肉便當,nutrition.saturated_fat,2.3,6.8
c42_蔥鹽炙燒豬肉便當,nutrition.carbohydrates,28.7,82.7
c42_蔥鹽炙燒豬肉便當,nutrition.sugar,1.5,7.6
c42_蔥鹽炙燒豬肉便當,nutrition.sodium,264.0,760
c42_蔥鹽炙燒豬肉便當,per_serving.protein,18.7,54
c42_蔥鹽炙燒豬肉便當,per_serving.fat,19.3,56
c42_蔥鹽炙燒豬肉便當,per_serving.saturated_fat,6.6,19.6
c42_蔥鹽炙燒豬肉便當,per_serving.carbohydrates,82.7,238
c42_蔥鹽炙燒豬肉便當,per_serving.sugar,4.3,22
c42_蔥鹽炙燒豬肉便當,per_serving.sodium,760.0,2200
c43_藤椒風味烤雞便當,name,太和殿-藤椒風味烤雞拌麵(辣),極饗 大和阪 滕椒風味烤雞拌麵
c43_藤椒風味烤雞便當,brand,太和殿,極饗
c43_藤椒風味烤雞便當,manufacturer,凱亞食品股份有限公司(大溪廠),統一超商股份有限公司(大溪廠)
c43_藤椒風味烤雞便當,allergy_warning,本產品含麩質之穀物、蛋(來自藤椒風味麻辣醬)、大豆、奶類(來自藤椒風味麻辣醬)及其製品。本產品含蠶豆,"本產品含麩質之穀物,蛋(來自藤椒風味烤雞腿),大豆,奶類(來自藤椒風味烤雞腿),芝麻製品。本產品含微量堅果製品。"
c43_藤椒風味烤雞便當,ingredients_list,"['波浪麵', '藤椒風味麻辣醬', '水', '青花椒雞腿排', '青江菜', '蔥', '大豆油', '複方品質改良劑', '明膠', '鹽', '複方調味劑', '辣椒', '複方品質改良劑', '鬆麵油']","['波浪麵', '藤椒風味烤雞腿', '水', '青江菜', '紅蘿蔔絲', '醬油', '蠔油', '大豆油', '複方品質改良劑(醋酸鈉,胺基乙酸,檸檬酸,蘋果酸,焦糖色素)', '雞高湯(水,雞骨,雞肉,鹽)', '蒜泥', '米酒', '辣椒粉', '調味粉(鹽,糖,麥芽糊精,雞肉萃取物,酵母萃取物,香料)', '鹽', '糖', '醋', '蒜', '白胡椒粉', '花椒油(大豆油,花椒)', '辣椒油(大豆油,辣椒,花椒)', '酵母萃取物', '薑', '白胡椒粉', '香油(大豆油,芝麻油)', '複方香料(香料,中鏈三酸甘油酯,維生素E(抗氧化劑))', '品質改良劑(醋酸鈉,胺基乙酸,檸檬酸,蘋果酸,焦糖色素)']"
c43_藤椒風味烤雞便當,nutrition.fat,3.9,4.9
c43_藤椒風味烤雞便當,nutrition.saturated_fat,0.9,1.7
c43_藤椒風味烤雞便當,per_serving.fat,12.1,15.3
c43_藤椒風味烤雞便當,per_serving.saturated_fat,2.8,5.2
c44_酸菜白肉個人鍋,manufacturer,耐速行銷整合有限公司加工廠,統一超商股份有限公司
c44_酸菜白肉個人鍋,allergy_warning,本產品含有牛奶、大豆及其製品，內含麩質穀類(來自香料)、蛋(來自香料)、甲殼類製品(來自香料)，不適合對其過敏者食用 ※內含酒精，請考量自身情況，謹慎食用,"●本產品與蝦、蟹、花生、牛奶、蛋、堅果、芝麻、含麩質穀類、大豆、魚類、頭足類、螺貝類及其製品於同一產線生產，食物過敏者請留意。
●內含酒精，請考量自身情況，謹慎使用"
c44_酸菜白肉個人鍋,ingredients_list,"['高湯{水、酸白菜(大白菜、鹽、高粱酒糟)、奶精[葡萄糖漿、完全氫化棕櫚核仁油、乳化劑(脂肪酸甘油酯、單及雙脂肪酸甘油二乙醯酒石酸酯)、乾酪素鈉、檸檬酸鈉、多磷酸鈉、磷酸氫二鉀、碳酸鈣]、豬骨濃湯粉[豬骨高湯(豬骨、水)、麥芽糊精、明膠(豬)]}', '豬油(西班牙)', '雞骨', '雞油', 'L-麩酸鈉', '鹽', '香料', '明膠(豬)', '玉米糖膠', '刺梧桐膠', ""5'-次黃嘌呤核苷磷酸二鈉"", ""5'-鳥嘌呤核苷磷酸二鈉"", '白醋(水、米、食用酒精、果糖)', ""調味粉{鹽、麥芽糊精、L-麩酸鈉、糖、玉米澱粉、雞肉粉、香料、酵母萃取物(酵母萃取物、鹽)、雞油、棕櫚油(棕櫚油、硬質棕櫚油)、豬肉粉[豬肉(台灣)、鹽、多磷酸鈉、複合金調味劑(乳糖、DL-胺基丙酸、調味劑(5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉)、胺基乙酸、琥珀酸二鈉、檸檬酸鈉)、維生素E(抗氧化劑)]}"", '洋蔥粉', '明膠(豬)', '白胡椒', '大豆沙拉油', '紅棗', '甘草', '米酒(米、砂糖、純水)}', '豬肉(巴拉圭)', '凍豆腐[水、黃豆(非基因改造)、硫酸鈣]']","['水', '酸菜白肉湯', '酸白菜(大白菜、食鹽、水)', '酸白菜汁(水、酸白菜、食鹽)', '豬肉', '豬骨', '香菇', '大豆油', '食鹽', '米酒', '麥芽糊精', '雞汁', '雞油', '豬油', '薑', '冰糖', '胡椒粉', '花椒', '八角', '大白菜', '豬肉片', '凍豆腐(水、黃豆(非基因改造)、硫酸鈣)', '火鍋料(魚卵卷、魚板、魚漿製品)', '油豆腐', '金針菇', '粉絲(馬鈴薯澱粉、綠豆澱粉、水)', '紅蘿蔔', '木耳', '青蔥', '薑', '香油', '白胡椒粉']"
c44_酸菜白肉個人鍋,nutrition.calories,79.5,100.0
c44_酸菜白肉個人鍋,nutrition.carbohydrates,1.3,4.6
c44_酸菜白肉個人鍋,per_serving.saturated_fat,8.8,8.2
c45_金沙烤豆腐義大利麵,brand,7-ELEVEN,天素地蔬
c45_金沙烤豆腐義大利麵,manufacturer,聯華食品工業(股)公司中壢廠,統一食品工業(股)公司
c45_金沙烤豆腐義大利麵,ingredients_list,"['義大利麵', '豆腐', '水', '脂肪抹醬', '洋蔥', '洋菇片', '青花菜', '南瓜', '大豆油', '橄欖油', '素高湯', '鹹蛋黃', '醬油', '鹽', '蒜', '複方品質改良劑', '糖', '蔬菜調味粉', '粘稠劑', '凍醣粉', '香料', '黑胡椒', '複方著色劑', '複方品質改良劑', '焦糖色彩', '洋香菜葉']","['義大利麵', '豆腐', '水', '脂肪抹醬', '洋蔥', '洋菇片', '青花菜', '南瓜', '大豆油', '棕櫚油', '高湯粉', '鹹蛋黃', '醬油', '鹽', '蒜', '複方品質改良劑', '糖', '蔬菜調味粉', '粘稠劑', '澱粉', '香料', '黑胡椒', '複方著色劑', '複方品質改良劑', '焦糖色素', '洋香菜葉']"
c46_雙拼起司紅醬焗飯,manufacturer,東和食品工業(股)公司,統一超商股份有限公司
c46_雙拼起司紅醬焗飯,allergy_warning,本產品含麩質之穀物(來自雞腿排肉)、奶類、芝麻(來自雞腿排肉)、大豆(來自大骨風味高湯)及其製品。,本產品含麩質之穀物(來自麵類)、奶類、芝麻(來自雞肉排肉)、大豆(來自天然風味醬)及其製品。過敏原來源: 加拿大
c46_雙拼起司紅醬焗飯,ingredients_list,"['水', '白米', '雞腿排肉', '西式香腸', '蕃茄醬', '摩佐起司', '蕃茄糊', '蕃茄', '洋蔥', '大豆油', '帕瑪森乾酪', '糖', '蒜', '明膠', '乙醯化己二酸二澱粉', '鹽', '炊飯油', '大骨風味高湯', '醋', '複方品質改良劑', '黑胡椒', '蕃茄風味粉', '蔬菜調味粉', '白胡椒', '義大利綜合香辛料', '甜紅椒', '洋香菜', '植物胡蘿蔔素']","['水', '白米', '雞腿排肉', '西式醬燴', '蕃茄醬(水、蕃茄糊、蔗糖、釀造醋、食鹽、香辛料(白胡椒、肉桂、薑、丁香、肉豆蔻、芥末、月桂葉、眾香子)、辣椒、洋蔥、黏稠劑(乙醯化己二酸二澱粉、玉米糖膠)、調味劑(檸檬酸、DL-蘋果酸))', '蕃茄', '乳酪絲(凝乳酵素、蔗糖、馬鈴薯澱粉、脫脂乳、殺菌乳、奶油、鹽、氯化鈣、食用黃色四號、食用黃色五號)', '青花菜', '洋蔥', ""黑胡椒醬(水、糖、鹽、蒜頭、黑胡椒、麥芽糊精、焦糖色素、玉米澱粉、黏稠劑(乙醯化己二酸二澱粉)、酵母抽出物、琥珀酸二鈉、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、肉桂粉)"", '玉米油', '蒜頭', '紅蘿蔔', ""調味劑(胺基乙酸、5'-次黃嘌呤核苷磷酸二鈉、5'-鳥嘌呤核苷磷酸二鈉、琥珀酸二鈉、DL-胺基丙酸、檸檬酸鈉)"", '沙拉油', '蔗糖', '醬油', '食鹽', '乙醯化己二酸二澱粉', '味醂(水、糯米、米麴、蔗糖、釀造酢)', '麥芽糊精', '雞肉粉(雞肉抽出物、L-麩酸鈉、鹽、糖)', '香菇', '蛋', '調味劑(DL-胺基丙酸)', '油性辣椒紅(芥花油、紅椒色素)', '香蒜粉(大蒜粉、二氧化矽)', '白胡椒粉']"
c47_麥香奶茶,brand,麥香,Uni-President 統一
c47_麥香奶茶,allergy_warning,本產品含麩質之穀物及牛奶製品。,過敏原資訊:本產品含麩質之穀物及牛奶製品。
